gene1	gene2	llmsa	count
DDX10	STIM1	27.519409899076493	250531
EGFR	REM1	27.51078426259309	185867
ACTL7A	HDDC2	27.510544034647467	35636
FABP3	LNX1	27.488413234541895	53941
ADAR	FOLR2	27.483372651314994	138746
CRYZ	MYH7	27.480829885301034	315281
C1S	PPM1A	27.476410205539665	89856
MUM1	PIN1	27.468291684141974	29485
GGA2	NEU2	27.460652285384015	101892
ITGB1	NEK1	27.43317744236458	389459
ADAM17	NMRK1	27.398076426513967	78024
STARD5	SULT1A3	27.39160171071012	53128
GSPT1	MERTK	27.377927516667853	77732
ARFGAP2	SLC9A3R1	27.355457364189277	82650
JMJD1C	RABGAP1L	27.350388497071208	916005
APBB1	KLHL40	27.34833102088112	236728
ARSB	CSNK1D	27.347919111752987	46967
DCUN1D3	MTMR2	27.342847698852154	70778
GIPR	INPP5E	27.339415134261515	108724
KAT8	XRCC5	27.327804590277225	119471
HMBOX1	PTPRR	27.32518015836976	96245
IGBP1	PLEKHA1	27.311856989588193	53805
NUDT3	RECQL	27.29596585311255	27719
ISG15	PLXNA2	27.29294227146829	136111
DCPS	S100A3	27.28315687043238	3724
MAN1B1	SDSL	27.278283046191063	89712
CPOX	GAS6	27.26807548800906	81616
ERAP1	RTN4IP1	27.250410818458192	176804
APOBEC2	PRCP	27.23974272048909	52660
DLG1	EIF2B5	27.23300234939296	268134
RHCG	VAPB	27.222506686232236	47331
HBP1	PRKAA2	27.22061173486233	76006
APLP1	XRCC4	27.20632409040803	65323
ECI2	RABGAP1L	27.19560786363263	133667
MATK	YWHAZ	27.18403182392754	38359
ADSL	EP300	27.181362298283332	388934
PPM1K	STAT6	27.16997281924938	129050
ACTN1	SPIRE1	27.12493453332125	135300
KAT2A	POU6F1	27.124715538654186	64490
LGMN	S100A6	27.10496677738675	24843
ABCB10	PGR	27.094395284891604	91455
CYP2C9	MEPCE	27.05808891892923	121087
CBR3	PALB2	27.025612414741346	113859
GEMIN2	GOLGA4	27.014218198382025	304650
ACOT7	RECQL	27.000545471007655	83109
BCR	MTMR6	26.979780703268602	330362
HCN4	UEVLD	26.967651048266674	185574
NR2C2	RNF31	26.961298258943927	117443
STS	YWHAB	26.956927235152847	37713
DAO	SEC14L2	26.92373733637055	75374
RASA1	TGFBI	26.89783269483752	218640
EGLN1	NCOR2	26.894373185390677	243177
HMBOX1	SACS	26.8564918880043	607781
BRCA1	GFRA3	26.835390942185768	47144
ALK	PPP1CA	26.832230210114886	70520
CDKN1A	NADK	26.824064505701813	9803
PLXNA2	SYT1	26.81992999248248	201128
MLF1	TGFBR1	26.81349231685732	38346
HSDL2	RBL1	26.8100536711882	175802
KDM4C	NCOA5	26.80181477171317	332487
ETFA	MGAM	26.757201670492748	197840
APEX1	VPS33A	26.745751884705925	56766
NUMBL	RAB3D	26.74495503951391	40050
BTRC	TEAD2	26.744423718231815	37153
PHIP	ROS1	26.727765001239902	2063879
FASN	HS3ST3A1	26.70469810796547	399684
CAB39L	PAX5	26.70386848193752	32528
EME1	OBFC1	26.69715576187147	58499
EXO1	USH1C	26.677811992943532	225875
CBR3	E2F2	26.6753337187763	52688
GRM7	ORC6	26.661790505586936	64285
GLTP	RHCG	26.65284184910388	40662
FGF12	UBE2T	26.621769646215313	6318
CDCA8	HNRNPA1	26.579592529176168	9564
C1S	GOSR2	26.560967435242958	71462
DBF4	GIMAP4	26.53271596586552	12308
GATM	TRAF6	26.532129673838483	69920
KMT2A	TRAF4	26.53115860336446	971183
GNB2L1	PDCD6IP	26.529012843901754	68096
FGF8	GRM5	26.51757327880358	76827
FUS	TH	26.513100556689153	147716
HMGCR	PASK	26.487914186452997	224634
DUSP9	EPHA7	26.47491362083312	150474
ACACB	FSCN1	26.467036085166	556153
EFNA1	METAP2	26.462802784492936	15119
APOA4	FDPS	26.45361578576552	80492
CYP1B1	ERBB4	26.448507193772492	328584
EYA2	SULT1C2	26.44444051200685	56887
CYLD	GSTO1	26.437322371089238	83170
ADAMTS13	IST1	26.391686376987877	129888
MAD2L1BP	RANGAP1	26.390324331485658	71638
HDDC3	SEC14L2	26.36028079106606	35618
NFATC3	PDIA4	26.355212633241052	339933
ADARB1	FYN	26.321452681687987	67995
ANGPT2	PWWP2B	26.28745792517543	164439
BIRC2	SND1	26.273990548259064	188351
RSPO1	TRIP10	26.265259561010453	53640
ITGB7	PDLIM4	26.258799167867693	88454
BPNT1	DNMT3L	26.258633006762466	22586
GPX2	NEK1	26.24619910227611	111212
ACAT1	RBL1	26.238904257761845	168884
CSK	TYMP	26.23801973000772	56486
CAPS	FGFR1OP	26.222738854840856	34911
KDM4A	TWF2	26.20153990794381	170236
NEK9	NFE2L2	26.18700495527895	293320
GGA3	PLEKHA3	26.178244165370018	111016
MAOB	RPA1	26.11913070166517	141749
SEMA7A	SERPINI1	26.113855103821663	116828
AGFG1	PTPRB	26.086454108108654	545681
HSPA1A	PMP2	26.081453997064216	253770
EFNA1	PDE6D	26.076602194220357	2658
ADAP1	PRCP	26.073116914819025	93170
CD44	NDOR1	26.054820826281798	56342
ROR2	VPS16	26.04995071819681	434945
HERC2	PRKCE	26.04634181215269	691405
IKBKG	PRMT6	26.045548754866218	58268
DCLRE1C	SERPINE1	26.03814672273745	138323
RARA	SEC24A	26.028170539065627	160560
FGFR2	PPIP5K2	26.015294633033946	255542
ACYP1	ASB9	26.011177612334166	13964
GSG2	NUP107	26.010050895634095	177537
RPS6KA5	SNTB2	26.00768905524359	129832
BCL6	TLR10	26.00035923038911	384280
C19orf40	LIMK1	25.973524365620847	76268
JUN	USP21	25.955811325214327	40666
CYLD	DHRS11	25.95286220031697	91939
CREBBP	PTPN3	25.937768065034447	974485
CAMTA1	ERBB4	25.923103048635568	764787
SCIN	USP15	25.918719176077246	300392
HMGCS1	XDH	25.916753606664855	292191
CRYL1	MELK	25.915717940510604	43715
DAPK1	RHOU	25.903446318401862	124191
CST7	FGF23	25.889438006982516	10929
MVB12B	S100A9	25.8710579838243	9256
LIN28B	SNX14	25.86919210702993	79011
NR2C2	USP15	25.84012627468124	175117
ANK1	GOT1	25.819721909960833	346896
ECI2	FANCF	25.807750976160776	16881
CHKA	PKP2	25.807675523997915	101870
COL1A1	DDAH1	25.804140031040333	167312
COL10A1	SNRPA1	25.803943233211385	54664
CASP2	PAX5	25.778631787614813	53082
CENPA	SH3KBP1	25.776100484606033	12796
GRB2	KDM8	25.759373661299506	30227
F2RL3	PKD2	25.72675016054859	177014
PASK	SRR	25.714790435065993	75696
FGFR2	OCLN	25.708640190252538	141520
DPP7	HDHD1	25.70800687564389	28961
GLS	NR3C1	25.69775696067356	153352
TPRKB	UNG	25.687834659647557	18333
EPHB3	RNF128	25.664947955269426	114232
HINT1	SULT1A3	25.661844901879547	38234
PARG	PPP1R13L	25.65517385143167	131993
BOC	SULT2B1	25.647225850140444	61491
CBX2	SEPT3	25.63061623832556	73151
BACH1	PHF20	25.620557074815537	436264
HIST1H1E	MERTK	25.60612941426777	93074
ASH1L	BMX	25.595098119474187	831964
NUDT18	VPS25	25.594775115095715	25098
CRADD	VRK2	25.59409290815867	40856
MTA1	XPO5	25.58860251809864	465341
ATF4	SUV420H2	25.58161683977562	50892
ANPEP	KCNK9	25.573238685183725	188499
HGD	ZBTB17	25.551082793729336	149794
BRPF1	FES	25.545358053645316	467969
NUP50	PAICS	25.51190633503552	92621
ANKRD27	JAG1	25.50416991345834	530009
CHKB	PTPN4	25.47923853764506	96944
ADAMTS1	CD5	25.474938321670166	29027
DECR1	IL22	25.462985527744422	23127
KPNA2	L3MBTL3	25.461117069239748	187785
DDX58	LGR4	25.459383414445597	381918
DCAF6	MAD2L1BP	25.458075798411073	87090
CAT	HDAC4	25.423249204853956	177143
PRPSAP2	SYT1	25.39334150962401	25748
ARFGEF1	SCO1	25.381643245570103	88771
RRM2	TNFRSF6B	25.3798154423431	24347
IL20RA	NCOR1	25.37210274213976	540405
PVRL1	SYTL2	25.371093231708585	261449
KIF2C	RECQL	25.36967337374722	161687
CAPN2	OS9	25.33875786405514	109806
C12orf5	SMYD2	25.338244980829174	51767
PMVK	RMI1	25.33752865087962	46701
PTPRJ	SDS	25.326674760842934	74012
APBB1IP	GADD45G	25.31820015751589	43324
GMFG	TLR1	25.3144875536816	56806
DUSP4	SERPINI1	25.31356695148432	75461
DDC	USF1	25.296121201294	67916
ARNTL	CDK9	25.28548941038126	41287
MX1	OTC	25.280796081415815	74934
HDDC3	PPIL1	25.278249655398128	11390
PDPK1	SATB1	25.275422672322073	139333
NT5E	RUNX1	25.26875027638424	119534
HMOX1	PLXNA2	25.26743174039015	191253
CD40LG	MMP14	25.26597599933129	76802
FGF1	OGT	25.258768136426653	31071
TRIP10	UBE3A	25.257273174392964	178632
HIST1H1E	IMPA1	25.248617848444866	38024
ABCC1	TNFAIP6	25.244674215373692	196699
ANLN	MKNK2	25.2346155452951	240885
MARK3	NBR1	25.220950433382313	209811
ABHD14B	CPOX	25.207371798450737	31063
HNRNPA1	PHF21A	25.203937836733743	89306
DPYSL5	NUP35	25.200257143570667	65235
THYN1	ZHX1	25.18535246413586	121005
ALDH4A1	STAMBP	25.182656052985465	95683
HARS	MSH6	25.175487452607285	293967
LRRK2	PRKCH	25.166784061899904	712175
AADAT	DCAF6	25.15695050271998	136419
NFASC	PPM1A	25.128941864071706	137251
ERCC1	INPP5B	25.12623635580445	55251
GNE	LIG1	25.11374508163378	131764
PANK1	ZFYVE20	25.10788794041153	92892
HAO1	SGTA	25.103690167221316	51488
ITPKC	TAF5	25.09696487841306	57266
PIWIL2	RAD9A	25.070409928350657	136632
C11orf54	COLEC12	25.068406869308745	128206
BCAR3	FOS	25.06508907075124	190319
KIF2C	USP8	25.059566768068407	287283
DUT	TXNDC5	25.04590893046958	15639
MDM4	PARK7	25.033213186960865	41371
AURKA	KIF1A	25.028014267759488	218832
TAX1BP3	TIRAP	25.007561472536693	12247
BCL2L2	DDX20	25.00382725819125	61499
GNE	POLD2	24.997222215980628	111894
FES	GNPDA1	24.989320005435587	102968
CYP2R1	DCAF6	24.989186903208036	178413
BRAF	USP4	24.98238558125845	181222
DOCK2	GMDS	24.9666481221524	139331
ELMO1	PHF8	24.95962415682945	149891
C1QTNF5	MAD2L1	24.95136457953702	24044
MAP1LC3C	PTPRD	24.94182733643234	71116
ACVR1	RSPO1	24.91178481081384	42228
CDK4	GCC2	24.910718552332582	311296
CLK1	PLEKHM2	24.905113100030405	299996
CDKN3	ZC3HAV1	24.904999138942742	23600
DUSP3	RRP9	24.897131342868988	33503
ADAR	NSUN5	24.89608141076542	205732
FMN2	G3BP1	24.87687966987116	217515
CAMTA1	EIF2B5	24.875516407588787	553176
FECH	RHOD	24.87066573004364	11035
CYP2A13	GLUL	24.848961344920724	82233
SETD6	TDRD5	24.848943676548267	103049
GINS3	SIRT3	24.84557633690781	23442
ADAMTS5	FTL	24.84058493554447	72168
FAF1	WEE1	24.829782338490517	83925
ADAT2	IDE	24.783593000923474	50720
PLK3	PSMF1	24.77086813755116	48480
RAE1	TGM2	24.733955544712895	83508
BIRC3	CRYL1	24.729827957158506	76985
APITD1	STEAP3	24.71782998268526	19231
CETN2	MKNK2	24.716358350412882	38173
CDO1	GSK3B	24.70458600957639	11442
SDSL	SKAP1	24.694593517526414	64708
BMI1	PIAS2	24.683859539328694	66853
EIF2B1	SPTB	24.680052595199527	296574
FKBP4	NFKBIA	24.676120888567922	67542
ECE2	SIRT3	24.673534083172868	33882
CLINT1	PAH	24.67108136197237	103610
CBX3	MIF	24.66923783817188	12885
BMPR1B	TNKS	24.66845835668191	127566
ACVR2A	LASP1	24.66613863999885	53321
DDB2	SIRT5	24.665082739876198	56084
GSS	SUFU	24.66277040666617	49120
KDM7A	TES	24.640538039382676	155280
BCAR3	PGAM1	24.639208962410407	89699
NEDD4	TRAPPC6A	24.631851015668474	55666
CHKA	TH	24.616824165985065	101055
GOPC	IGHMBP2	24.605592751533152	173354
NET1	UTRN	24.591577283608927	946817
ADA	GLTP	24.591404231885974	30296
EPHB3	NOG	24.57716960304623	99429
PLCB3	TNFAIP6	24.57351094301825	135087
CBX8	SDS	24.556368837213995	74500
KCTD5	PWWP2B	24.553263500563155	61340
GLTP	SERPINE1	24.548803893871877	36140
ABCB6	CAPS	24.548343446304585	95556
ERN1	FLT3	24.542830209112537	348282
OTUB2	RABGEF1	24.537495968473323	41752
CTBP2	G6PD	24.53468645582433	71660
CBX4	HBEGF	24.530202970450418	36297
MST1R	PTPRK	24.51462946219307	879430
ABHD14B	HDDC3	24.495530876910152	20098
AP2B1	NMNAT1	24.49545788312561	56008
LNX1	SLC9A3R1	24.489254770655677	107375
DMC1	TGM1	24.486743789179286	70033
ACTN2	FDFT1	24.48008479771147	118608
MUT	PTPRJ	24.467987092727583	86901
JAK2	TXNRD1	24.46409579665091	223739
NTRK1	PPIG	24.45397693561671	261095
MAT1A	UBQLN3	24.427141046782253	62214
FANCM	HDAC4	24.42526209573586	912221
KDM7A	UGDH	24.42503952372698	106155
EFNA1	THRB	24.421941181861825	20895
PIP4K2A	QPCTL	24.420654658887173	35492
INPPL1	TRAPPC6B	24.41437219357732	95568
ARL5B	RANBP2	24.396133932771363	202171
NISCH	PRNP	24.393532918187063	141122
EIF2B5	FGF10	24.379994851210483	78078
ALAD	NUP98	24.371547869620144	300328
ARHGAP9	USP4	24.371338502139864	155004
POT1	TPRKB	24.366226575870684	50538
FBLIM1	TRIM72	24.36249265382081	40398
MKNK1	PDIA5	24.359282144066214	77111
LIG4	NUMBL	24.331153689896837	243482
CSK	SPINT1	24.32657038643117	108815
ACBD7	NGLY1	24.318108050802152	29430
NAMPT	PVRL4	24.31185981944474	17795
METAP2	PTPRD	24.30468989619777	109601
ACSM2A	ILK	24.29989932487048	43628
CACYBP	CDKN3	24.299663049766423	19282
KAT6A	MECR	24.296683688062075	314997
BRPF3	XPC	24.280391409399996	516648
DDR1	ELMO1	24.27802317304409	870884
PRKCH	PRPF31	24.27469407196864	102609
ELMO1	TRIM33	24.272525355931734	212914
DHX9	RAB6B	24.263520103303193	36738
ACTL7A	PHF20	24.253986365814967	222459
AGFG1	CALR	24.25034132960215	103859
ALKBH2	VRK1	24.245801930935897	46550
NET1	SPRY2	24.245393030155867	91375
BCL2	IGF2R	24.227383495170415	263700
SOX17	SPON1	24.220356497660873	121143
ATIC	TOM1	24.219272543276787	105826
ITGA4	MAP1LC3C	24.20490095128514	72800
PPP2R3A	SDS	24.20382126302661	82506
MAD2L1BP	PKP1	24.196562930481207	111998
AUH	C11orf54	24.195081558897385	27184
BBOX1	IMPA1	24.17354854040221	53240
BBOX1	NMNAT1	24.157136642953645	46280
AIMP1	GOLGA4	24.150345272155448	308550
KDM4E	MEF2A	24.13718175557716	58217
PACSIN2	PARG	24.126638463180868	225608
API5	FGFR1	24.12507909966834	116368
CAT	CHEK1	24.1240438725701	69813
FABP5	RRAS	24.115267102277244	9939
HIF1A	KARS	24.112442743998912	175994
GTF2A1	PYGO1	24.111747028705096	65616
PTPN13	TIMM44	24.10870522477461	648060
HMGCR	SPIN1	24.0999384688987	60682
PDZD3	PLXNA4	24.097152606573587	333817
DMAP1	SOS1	24.078893878266	170928
KIF1A	PPIA	24.07244099860265	63696
AMPH	DDR2	24.051725592716906	167549
HIF1A	PPM1B	24.024247660460063	170002
ADAP1	GGCT	24.023543008355638	37740
CD44	NT5C	24.01714700109929	16615
MAP2K1	PNMT	24.01191934915174	24915
ITCH	PRMT5	24.00216320741218	128829
HEXA	LANCL1	23.99451638986406	74856
NUDT16L1	UBQLN3	23.98476720364684	38920
HBEGF	PDLIM1	23.975985402231913	22590
DDX3X	ZC3HAV1	23.96235853375873	54608
AQP5	TNFAIP6	23.96064872936813	41674
DUSP5	PBRM1	23.945548503639827	262660
ALDH5A1	DAO	23.94138637556898	68708
ANKRD27	DAPK3	23.934978560615264	240634
IMPA2	PTPRG	23.92843839635883	147253
RAD52	SYTL2	23.920965177021202	83132
ARL2	MASP2	23.911744548804336	56331
SH3BP5	UAP1	23.903859026831725	72430
CLTC	MTR	23.9030451836594	247152
IDUA	STK24	23.89088334735402	92338
ACAP1	PAK6	23.890231805616423	185744
MAPK6	NFAT5	23.88588339731035	502111
APBB1	LIN28B	23.879293065450568	75225
LHPP	TDP1	23.87296680843656	61293
CSAD	NR1D1	23.86617539306959	163339
HSPB1	RAPH1	23.862780952832054	106645
PIWIL1	UBAP1	23.840295244123418	249813
FYN	UCHL3	23.83637639568147	20074
RBKS	SMN1	23.82548930863942	40007
HIRA	KLC2	23.824982907356343	220454
ABHD14B	ATAT1	23.823318538423308	20949
AGO2	PRDX1	23.823062539714186	34137
CAPN13	SNRNP200	23.814362824267114	110261
NCAM2	SRPR	23.8042536453017	216076
ETFB	ETS2	23.801800907817693	46225
CCNT2	NUDT1	23.798564884923394	74042
KCNIP1	RXRB	23.791385215537275	136296
H2AFY	PDK1	23.787073667097054	44580
ERCC1	TSTA3	23.785334290721465	29265
CHKA	ELK4	23.783735394527298	67672
MASP1	RAD52	23.772628679630714	65961
JAG1	NR5A1	23.76569313811069	273489
HEXIM1	NTNG2	23.75023928674682	48966
EIF2B5	PARP1	23.739064877714497	307372
GAS6	KLC1	23.715115834503436	117440
SPRY2	VEGFC	23.711604314447527	63258
BIRC3	CBX1	23.706582166779306	49789
HMGCR	NGLY1	23.702494650152573	226272
ACSM2A	CDK5	23.70182017597233	47708
LRRK2	TXNL1	23.70142470646644	231544
GMPR2	PSMG3	23.68871396278645	17490
HMGCL	SDS	23.653206116467686	50406
PLEKHA4	WARS	23.652423083279928	5572
CASP2	FABP4	23.630952624120596	32328
PDLIM4	PTGR2	23.627345714359933	42388
PPIA	WHSC1L1	23.62286300760968	63128
FSCN1	HOGA1	23.59781453725529	88417
KDM4E	SENP2	23.585412667810715	36814
DUSP22	DUSP4	23.5788516554704	27417
HRAS	SULT1A2	23.57717099462502	32131
APOA4	SYMPK	23.540914403838258	226470
TCERG1	VPS26A	23.53042420399457	65650
FTL	TGS1	23.511419619910214	88798
PTGR2	TPX2	23.507050656449138	114504
MSH2	NEIL1	23.504771085747436	121287
PCBP2	SSH2	23.502276709347825	136045
CSNK2A2	KCNJ4	23.489681019144697	29355
PTPRO	RP2	23.47685574045451	188200
MAP3K5	VEGFC	23.472659239317522	180612
PPARG	TBK1	23.46460962114756	136480
PTPN13	SEC24A	23.45754415660366	1299748
EPHB4	ITPK1	23.453621225521346	179064
PDZK1	SULT1E1	23.452899029271748	38802
CTPS2	DCLRE1B	23.445662891983034	85614
IHH	PPIL1	23.445391486603995	26520
MORF4L1	NRP1	23.444464816741544	71591
AP2B1	GPD1L	23.435709587041345	71837
GSTA4	ZBTB32	23.419286906808225	26484
APPL1	SFN	23.413108268411932	61778
ACSS1	MORF4L1	23.405007229345728	42003
APLP1	SIRT2	23.399713063705136	66410
DHX9	TXN	23.393572867732757	40446
BCAR1	PSMF1	23.389287758323917	77415
FBN1	GAD1	23.388759163810512	441080
NT5E	TAF5	23.36804475702364	113399
F2RL3	RANBP3	23.36752703873293	82613
DUPD1	LNX2	23.362263289134034	54837
EDC3	IQGAP1	23.361410177253532	323351
ARHGAP15	SEPT2	23.358537933531295	49108
ASRGL1	CDYL2	23.353639600448446	51630
NEO1	NR4A2	23.341097751088657	354483
ACYP1	B4GALT1	23.340260017294668	12106
MTOR	SDSL	23.32786536254858	161567
CNOT1	TP53I3	23.30492087205107	243415
RACGAP1	RECQL5	23.303800122533687	295519
PTPN4	SARS	23.28307352154691	123464
TPX2	USP5	23.277990408762207	237295
CHP2	KDM4A	23.251932990877037	68411
KMT2D	PEA15	23.247349103125885	179206
NCF4	NSMCE1	23.21499812983714	19578
GOLGA4	UBA2	23.213208627240874	579410
G6PD	HEBP2	23.213122675911364	48196
PPIF	TTK	23.212854948525873	43200
ETFA	PTGDS	23.207203027617368	13641
CCNT1	EBF1	23.20273552933108	93916
NT5M	SACS	23.200609369934085	330253
ARFGAP1	CLIC2	23.19805385481783	49260
FKBP6	RPE	23.189075457602613	24968
ACADVL	FKBP1A	23.17732515867479	17402
KDM2A	NOD1	23.16524463781263	604779
ADARB1	RORA	23.16506782918288	79578
TIA1	WDR5	23.15776803157206	8160
H2AFY2	SEPT3	23.157701001134825	39168
ENAH	LMO2	23.152989733971634	19036
DNM1	KDM4C	23.14105838189687	283885
CSNK1G1	DPYS	23.11811419615873	52370
BRDT	RPS6KB1	23.11680869162518	86460
SEPSECS	TRPV4	23.111322205429985	187495
GLIPR2	IL34	23.09682523005948	8732
CTPS1	LRRK2	23.09360240764495	432433
ARHGDIB	RNF146	23.090745663579526	36185
ABL2	AIF1	23.089051466303886	299758
GPI	KPNB1	23.083865339054512	75432
GBE1	SPAG9	23.078968738096137	310870
CWC27	PNPT1	23.066995517650312	88724
RAPH1	SSB	23.061908231580077	218284
DESI1	RHOD	23.057891017201726	6994
BCAP31	MB21D1	23.052573701479105	13700
ARID3A	HSPA8	23.048701714770985	78738
NISCH	RAP1GAP	23.0415673903166	423689
KIFC1	TAF10	23.032488806889376	51719
CDC34	SMYD3	23.028471116004916	43803
GLYR1	PDE4A	23.019799992940534	84644
ANGPT2	ZAP70	23.009748604610223	175113
CA7	JMJD6	22.995822611538188	33898
CHEK1	GALM	22.987746919431984	52990
HMGCS2	KCND3	22.96367759605492	130202
CTDSP2	GGA3	22.94927936376189	79622
EZR	HUWE1	22.942227088504495	534882
ARNTL	RNASEH2B	22.93926192282362	54739
AKR1B1	XRCC4	22.939057336668043	53754
MINA	PPT2	22.924638421655686	385240
CDC42BPB	TRADD	22.91159010987282	246320
DPYS	MTMR2	22.91017144105288	126734
ABL2	TRAF4	22.903988554065762	211158
EIF4A3	ITCH	22.881368256423286	29723
CAT	SPSB1	22.86640999741666	37262
KCNIP1	UPF3B	22.86224869239294	27481
HSP90AA1	KDM4E	22.848619467272755	65280
FRAT1	MALT1	22.834795873251103	10682
BCOR	GAMT	22.82827401067283	243014
ADAMTS5	APPL1	22.824245722289607	215044
MAPRE3	XRCC6	22.821179160934832	83234
TAT	TES	22.820481822559373	87434
PTPN6	SMS	22.815585951845748	83143
QPCT	TBX3	22.81042149151233	101924
CTDSP2	MMP16	22.795588420200787	47772
FGF4	FOLH1	22.788409254419506	57618
CLCN5	PLEKHA1	22.78154832055293	98621
HSDL2	INCENP	22.7803591980159	67378
KCNJ4	PUM1	22.775737388384727	149361
NUDC	SAT1	22.774117175984173	19812
ALDH4A1	FOXP2	22.760886940843648	110114
GRIA2	ZHX1	22.748127395513023	271692
FOXP2	NUP133	22.747961641564842	276940
GLP1R	TAF9	22.746195605613536	31868
ERBB2IP	GMFG	22.743362112652562	77584
NUDC	XRCC5	22.728269059645207	88525
DCTN6	FBN1	22.721808130175233	121892
HK3	SRI	22.720365124325838	93233
ARHGEF11	PGAM5	22.702871895601817	102281
UBQLN3	YARS	22.69920314424877	96351
ABL1	LHPP	22.67136079583068	114246
KHDRBS1	KIT	22.65173993613942	165385
HSPA1L	TCEA1	22.651204241055638	276884
CASP2	TAF9	22.64443634081897	28740
CLCN5	RGN	22.641604864277383	95414
AIFM1	CPSF3	22.6388020024076	50644
LRP6	TCF12	22.626895561677216	375082
AGO2	ASAP3	22.615233337540246	178488
DIRAS2	KCNQ1	22.572720302726864	24194
KMT2A	PCNA	22.571711167882263	334515
MKNK1	ZFPM1	22.548165241027675	93971
ESR2	THBS2	22.539492661161944	268181
APEX1	USP21	22.533141333009382	44918
IGFBP1	ZADH2	22.523111406004375	36198
BAI3	SRSF1	22.519807540446507	50496
PKLR	USB1	22.51973922316131	50450
PTPN1	RHOU	22.51739358083995	35370
NBR1	NUP50	22.516292248649194	221891
NOD1	PPARGC1A	22.50823824598342	397173
PEBP1	S100A4	22.493803642671963	11708
HSPA1A	NCKAP1	22.48632990726614	700490
CLK1	GGA2	22.481815217454084	123352
DNM1L	MACROD2	22.479192586936364	51085
GSG2	STK32A	22.465108971804682	60678
GOT1	NCK1	22.464309376072933	49610
FMN2	MRI1	22.46039826933233	190264
ASL	TNFSF10	22.449632447118603	61075
GMNN	WARS	22.43879295373881	35276
CD274	TUBG1	22.425098326943754	21923
CSNK2A2	WWP1	22.424853568912184	57709
PDZD3	SIRT2	22.42168498998373	59791
CCNC	PIM2	22.40129045588074	18761
C11orf54	CDC37	22.36836024996559	57694
CAPS	E2F4	22.366210175647154	41735
JAG1	SH2D3C	22.36168048745124	396303
MECP2	TSTA3	22.33524395150991	79965
GGCT	PDE4A	22.325367267248737	49066
OS9	VPS36	22.324420226880207	38690
GPI	PPARGC1A	22.32315334245999	145962
LGR4	TCEA1	22.31794678502922	90988
SIRT3	USH1G	22.309178472478123	72394
GNPNAT1	SYNE1	22.291278890145833	793249
GLP1R	NCF1	22.283470845094165	77222
BRMS1	LEPR	22.27152674725164	112342
CRHR1	DLG2	22.251635741213605	145826
CKMT2	SKAP1	22.222479216437705	54765
RHOU	TASP1	22.20673347311336	26891
PDIA5	SOCS6	22.187767959667095	130426
MLYCD	NTNG2	22.16853395924079	102710
ADAMTS13	TSN	22.166082850193533	97392
PTPN9	SGOL1	22.143661268121463	129950
AKR1D1	GFER	22.133913858440735	20898
EPAS1	PITRM1	22.13077616814718	472630
ATF4	GIMAP4	22.118851560922337	6998
CBX3	PPIP5K2	22.11409062684369	66606
ACAP1	G6PD	22.11270888269962	137816
BMX	CEBPB	22.099050700848764	46742
CAPN7	TTPA	22.08995182948229	69288
PARG	PSPH	22.089392888355917	98343
GNAI3	MPP1	22.083485348897106	50992
LMAN1	MASP1	22.08014680579771	170324
GSTO2	HSD17B8	22.079037580582494	11800
MARK1	NCOR1	22.066705989815702	679590
HINT1	TRAPPC6B	22.065531440085024	7718
DUSP23	STK25	22.062812212570478	23732
BLVRB	PTPRM	22.058989789809857	104290
CYP2C9	GGPS1	22.037412200527854	50492
HGD	NRIP1	22.025201330453825	227369
COLEC12	HBP1	21.982153710249975	192293
PARN	VRK2	21.980018428807853	84382
NGB	NR0B2	21.973934466334796	21532
ARL5B	CHMP4B	21.969917827071413	10616
BROX	ELMO1	21.966920746156163	80332
PHF21A	PLEKHO1	21.950333278384676	110362
PRDX2	STARD3	21.930955822458174	39102
MELK	SMG6	21.905944086998574	292702
CDC37	ROR2	21.898829601446153	171416
APBB1IP	HOXB1	21.898413301073276	82388
HK3	UBE2S	21.898253481920207	67300
ACOT11	GPC1	21.89261641054948	192312
F2	NUDT21	21.87281685068863	22532
ETS1	PPP2R2A	21.869834302073194	39429
KIF9	TCEA1	21.86633137648463	72094
GNAI1	GOPC	21.84289204343426	31822
ITK	TOPBP1	21.84242218947054	457044
RAB43	S100A4	21.84099710840411	16476
CUL5	SACS	21.829904337341894	385851
ELMO1	FCN1	21.82913819643099	59850
CAMK1D	MCIDAS	21.823842594602183	27386
AHCYL2	PTPRJ	21.823546589421866	42852
CPOX	ZBTB17	21.822097801580583	123892
MATK	SENP2	21.816387970551062	58890
CFL1	OTC	21.816040299775693	27945
APBB1IP	GATM	21.81559852811783	67465
APOBEC2	CEP170	21.797552869535224	184538
CDK2	GLS	21.787981942370905	41615
F2R	KDM6B	21.787164262285728	164644
FIGF	VPS16	21.763428337236803	187144
ADAM33	SRC	21.75698782036227	134872
DAPP1	KIF13B	21.730776116100742	119167
LASP1	PLEK	21.730352410018327	42338
IGFBP1	PIK3CG	21.722024594075577	99344
ACSS1	PVRL4	21.719119279710426	27326
EIF4G3	GALNT10	21.69902264858212	348522
SLBP	SOS1	21.692675180962112	81619
FOXP3	SENP1	21.6729076039637	44515
GAMT	VPS36	21.661576698317106	30168
AQP4	EIF4G1	21.642000252884884	218092
ABI2	SPRY2	21.638404985757816	56736
EDA	SUMF1	21.63572456223183	18427
CRAT	UBA52	21.63534541588413	20826
